id,listing_url,name
2921991,https://www.airbnb.com/rooms/2921991,3Arches Traditional House- Thireon
2929881,https://www.airbnb.com/rooms/2929881,"Modern style room, Akrotiri, Santorini"
2954385,https://www.airbnb.com/rooms/2954385,GREEK GODDESS SWEET CAVE SANTORINΙ
2972201,https://www.airbnb.com/rooms/2972201,"family-run rooms with pool, Akrotiri, Santorini"
2981774,https://www.airbnb.com/rooms/2981774,Private double or twin room
3001616,https://www.airbnb.com/rooms/3001616,Pyrgos Terrace House
3003011,https://www.airbnb.com/rooms/3003011,"Villa ""EMERALD"" - OIA SUNSET VILLAS - Pools & Spa"
3016858,https://www.airbnb.com/rooms/3016858,Villa 3 bedrooms and Free car
3019015,https://www.airbnb.com/rooms/3019015,Studio in Perissa for 2 person
3056930,https://www.airbnb.com/rooms/3056930,Full caldera view cave room-jacuzzi
3057068,https://www.airbnb.com/rooms/3057068,The Red Winehouse
3058094,https://www.airbnb.com/rooms/3058094,3 people jacuzzi suite
3071935,https://www.airbnb.com/rooms/3071935,Ersi villas Twin room 2 pax
3080829,https://www.airbnb.com/rooms/3080829,"FAMILY FRIENDLY, BOUTIQUE HOTEL"
3081671,https://www.airbnb.com/rooms/3081671,"FAMILY ROOM, AMAZING POOL ."
3085359,https://www.airbnb.com/rooms/3085359,Boutique Studio Close to the BeachB
3100827,https://www.airbnb.com/rooms/3100827,Azalea Houses Suite
3101480,https://www.airbnb.com/rooms/3101480,Azalea Houses Cave
3109519,https://www.airbnb.com/rooms/3109519,Split level apt for 2-4 guests close to the beach.
3126496,https://www.airbnb.com/rooms/3126496,Amaya Windmill Villa with Caldera View
3126685,https://www.airbnb.com/rooms/3126685,Amaya Harmony Villa with Caldera View
3130740,https://www.airbnb.com/rooms/3130740,Honeym cave ste Caldera and jacuzzi
3154845,https://www.airbnb.com/rooms/3154845,Zoe Aegeas private cave villa
3164929,https://www.airbnb.com/rooms/3164929,Ersi villas Double room with private balcony 2 pax
3189042,https://www.airbnb.com/rooms/3189042,Seaside house in Santorini
3252319,https://www.airbnb.com/rooms/3252319,Pano Meria Cave House 3 in Oia
3269032,https://www.airbnb.com/rooms/3269032,Studio in Perissa for 4 person
3339176,https://www.airbnb.com/rooms/3339176,Magic View Canava
3357830,https://www.airbnb.com/rooms/3357830,suite 2pax
3378355,https://www.airbnb.com/rooms/3378355,studio for 3 people villa aegeon
3384045,https://www.airbnb.com/rooms/3384045,VILLA LIVADAROS Doudle room
3393922,https://www.airbnb.com/rooms/3393922,Nefeli traditional Cave house for 4
3437107,https://www.airbnb.com/rooms/3437107,360° Santorini Luxury Villa
3447217,https://www.airbnb.com/rooms/3447217,THERA TERRA wine resort
3475167,https://www.airbnb.com/rooms/3475167,Loukas Emma- Two Bedroom apartment
3520520,https://www.airbnb.com/rooms/3520520,"GRANDE FAMILY SUITE , AMAZING POOL"
